Segment	Voxel count (LM)	Volume mm3 (LM)	Volume cm3 (LM)	Voxel count (SV)	Volume mm3 (SV)	Volume cm3 (SV)	Minimum	Maximum	Mean	Median	Standard deviation	Surface mm2	Volume mm3 (CS)	Volume cm3 (CS)
inj_strikacka	8337	19876.9	19.8769	224	19302.8	19.3028	852	4805	2951.6	2919	912.471	4093.63	19785.6	19.7856
