Segment	Voxel count (LM)	Volume mm3 (LM)	Volume cm3 (LM)	Voxel count (SV)	Volume mm3 (SV)	Volume cm3 (SV)	Minimum	Maximum	Mean	Median	Standard deviation
inj_strikacka	7754	18487	18.487	209	18010.2	18.0102	1232	4847	3016.59	2979	853.577
