Segment	Number of voxels [voxels] (1)	Volume [mm3] (1)	Volume [cm3] (1)	Number of voxels [voxels] (2)	Volume [mm3] (2)	Volume [cm3] (2)	Minimum	Maximum	Mean	Median	Standard Deviation	Surface area [mm2]	Volume [mm3] (3)	Volume [cm3] (3)
inj_strikacka	6881	16405.6	16.4056	195	16803.8	16.8038	2123	8744	5683.24	5551	1764.77	3559.22	16383	16.383
