Segment	Voxel count (LM)	Volume mm3 (LM)	Volume cm3 (LM)	Voxel count (SV)	Volume mm3 (SV)	Volume cm3 (SV)	Minimum	Maximum	Mean	Median	Standard deviation	Surface mm2	Volume mm3 (CS)	Volume cm3 (CS)
inj_strikacka	6881	16405.6	16.4056	6881	16405.6	16.4056	-95	271	14.3725	14	20.4681	3550.3	16268.9	16.2689
